App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Sentiment_Subjectivity
Frozen Free Fall,FAMILY,4.3,1574197.0,37.0,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.06010569985569984,0.5061268037518037
Dominos Game ✔️,FAMILY,4.1,2903.0,16.0,1000000,Free,0.0,Everyone,Board;Brain Games,"July 5, 2018",5.2,4.1 and up,0.023215534465534458,0.3329251304251304
Checkers ✔️,FAMILY,4.1,3617.0,19.0,1000000,Free,0.0,Everyone,Board;Brain Games,"July 24, 2018",4.0.2,4.1 and up,0.06483468113676447,0.4405675805675806
All-in-One Mahjong 3 FREE,FAMILY,4.5,566.0,17.0,50000,Free,0.0,Everyone,Board;Brain Games,"June 13, 2018",20180609,4.0 and up,0.5,0.6
DreamWorks Friends,FAMILY,3.6,1042.0,48.0,100000,Free,0.0,Everyone,Role Playing;Pretend Play,"August 4, 2017",2.5,4.3 and up,-0.0017880828486889144,0.47637230894806654
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396.0,9.5,50000,Paid,3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.180236682925485,0.5326722544430877
Fun Kid Racing - Motocross,FAMILY,4.1,59729.0,20.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"June 27, 2018",3.46,4.2 and up,0.19079545454545455,0.5135774410774411
Barbie Life™,FAMILY,3.9,133117.0,63.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,"July 12, 2018",2.6,4.1 and up,0.16261297182349813,0.3933479532163743
Hello Kitty Lunchbox,FAMILY,4.2,51838.0,15.0,5000000,Free,0.0,Everyone,Casual;Creativity,"November 21, 2017",1.6,4.1 and up,-0.05271838659706308,0.5605043532564542
COOKING MAMA Let's Cook!,FAMILY,4.3,528745.0,59.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.21892208651137224,0.5058891112561748
Fun Kid Racing,FAMILY,4.0,79667.0,20.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"August 3, 2018",3.52,4.2 and up,0.26973829201101923,0.5245821854912764
ABCmouse.com,FAMILY,4.3,50887.0,91.0,5000000,Free,0.0,Everyone,Education;Education,"July 3, 2018",7.2.0,4.4 and up,0.18250385802469135,0.5238508597883598
Essential Anatomy 3,MEDICAL,4.1,1533.0,42.0,50000,Paid,11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.2255163032858345,0.5223282227032227
Diabetes & Diet Tracker,MEDICAL,4.6,395.0,19.0,1000,Paid,9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.36362731075231075,0.5684691607191606
GoodRx Drug Prices and Coupons,MEDICAL,4.8,59158.0,11.0,1000000,Free,0.0,Everyone,Medical,"July 26, 2018",5.4.8,4.1 and up,0.25247104247104246,0.449028314028314
FollowMyHealth®,MEDICAL,4.6,73118.0,37.0,1000000,Free,0.0,Everyone,Medical,"May 10, 2018",3.3,4.4 and up,0.18942767109847486,0.48177970677624415
Blood Pressure,MEDICAL,4.2,33033.0,7.4,5000000,Free,0.0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.44494301994301994,0.5866809116809117
Doctor On Demand,MEDICAL,4.7,18674.0,15.0,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",3.25.0,4.4 and up,0.38842992173721336,0.5533802655677655
BioLife Plasma Services,MEDICAL,3.5,250.0,23.0,100000,Free,0.0,Everyone,Medical,"July 9, 2018",1.2.0,4.4 and up,0.15480616605616607,0.4577038503824218
Anthem Anywhere,MEDICAL,2.7,2657.0,24.0,500000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.08797731435231436,0.3850360223821762
Blood Donor,MEDICAL,4.2,4476.0,20.0,500000,Free,0.0,Everyone,Medical,"July 31, 2018",1.6.2,4.1 and up,0.20522144852501994,0.36418214831905305
1800 Contacts - Lens Store,MEDICAL,4.7,23160.0,26.0,1000000,Free,0.0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.3181447736291486,0.5910984848484848
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348.0,2.6,500000,Free,0.0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.32505491150053645,0.5914018250499501
CVS Caremark,MEDICAL,3.5,3707.0,10.0,500000,Free,0.0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,0.1919080225330225,0.42912333393102625
Ada - Your Health Guide,MEDICAL,4.7,87418.0,14.0,1000000,Free,0.0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.3032562929106828,0.5554172335600908
All Mental disorders,MEDICAL,4.5,453.0,11.0,100000,Free,0.0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.1986024636532449,0.4228739316239316
Delta Dental,MEDICAL,3.0,914.0,15.0,100000,Free,0.0,Everyone,Medical,"July 17, 2018",4.6.0,5.0 and up,-0.08418477182539683,0.3259047619047619
Drugs.com Medication Guide,MEDICAL,4.4,15875.0,15.0,1000000,Free,0.0,Everyone,Medical,"May 22, 2018",Varies with device,4.4 and up,0.24735357887601475,0.49059276786840894
HealtheLife,MEDICAL,3.6,190.0,7.7,100000,Free,0.0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up,0.06321230158730158,0.36319146825396825
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167.0,16.0,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up,0.22653244999599165,0.48883272206188877
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318.0,12.0,100000,Free,0.0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up,0.41827673686267436,0.571031492647564
Epocrates Plus,MEDICAL,4.3,23889.0,15.0,1000000,Free,0.0,Everyone,Medical,"July 10, 2018",Varies with device,4.0 and up,0.299594696969697,0.5152561327561328
Banfield Pet Health Tracker,MEDICAL,4.2,1747.0,5.9,100000,Free,0.0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.08254051373973248,0.49524039849039847
Davis's Drug Guide for Nurses,MEDICAL,4.5,572.0,44.0,50000,Free,0.0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up,0.3148148148148148,0.4259259259259259
Diabetes:M,MEDICAL,4.6,15545.0,15.0,100000,Free,0.0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.3179679035352112,0.5219833001756079
HESI A2 Pocket Prep,MEDICAL,4.3,2108.0,28.0,50000,Free,0.0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up,0.37914682539682537,0.4689616402116402
Davis's Drug Guide,MEDICAL,3.9,272.0,6.4,50000,Free,0.0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up,-0.10000000000000002,0.5333333333333333
Free Hypnosis,MEDICAL,4.2,4303.0,15.0,100000,Free,0.0,Everyone,Medical,"September 6, 2016",Varies with device,Varies with device,0.27579490295815295,0.49427512650312644
Dosecast - Medication Reminder,MEDICAL,4.3,4107.0,15.0,100000,Free,0.0,Everyone,Medical,"April 17, 2018",Varies with device,Varies with device,0.29914956069150145,0.5237338374344954
Anthem BC Anywhere,MEDICAL,2.6,496.0,24.0,100000,Free,0.0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,-0.12323348694316437,0.36789554531490015
High Blood Pressure Symptoms,MEDICAL,4.0,531.0,2.3,100000,Free,0.0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up,0.4195335960960961,0.5663588588588588
Blood Pressure(BP) Diary,MEDICAL,3.7,3596.0,8.4,1000000,Free,0.0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.08768325424575425,0.355830704018204
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123.0,86.0,10000,Free,0.0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.22094190098096347,0.49310152810152813
BELONG Beating Cancer Together,MEDICAL,4.7,623.0,20.0,50000,Free,0.0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up,0.35058287290195184,0.4141634626338574
ConnectLine,MEDICAL,3.1,253.0,4.2,50000,Free,0.0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up,0.13801162883082524,0.4503203268814171
Facebook,SOCIAL,4.1,78158306.0,8.75,1000000000,Free,0.0,Teen,Social,"August 3, 2018",Varies with device,Varies with device,-0.007002902024896398,0.46020734988097733
Facebook Lite,SOCIAL,4.3,8606259.0,8.75,500000000,Free,0.0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,-0.0009910877556351672,0.4561272204806687
All Social Networks,SOCIAL,4.2,22492.0,1.5,1000000,Free,0.0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,-0.10641024212715389,0.5138202177724237
Google+,SOCIAL,4.2,4831125.0,8.75,1000000000,Free,0.0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.3680555555555556,0.46944444444444444
"Hide Something - Photo, Video",SOCIAL,4.6,225103.0,5.3,5000000,Free,0.0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up,0.2407102347883598,0.5127991622574956
Amino: Communities and Chats,SOCIAL,4.8,1259075.0,62.0,10000000,Free,0.0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,0.04758960435151364,0.5375361254760332
Facebook Local,SOCIAL,4.2,4751.0,8.75,1000000,Free,0.0,Teen,Social,"June 30, 2018",13.0,4.1 and up,0.1336416983933725,0.44045936404864977
HTC Social Plugin - Facebook,SOCIAL,3.6,13223.0,2.8,10000000,Free,0.0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,-0.05170496455042354,0.49405168905168906
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146.0,8.75,1000000,Free,0.0,Everyone,Social,"July 27, 2018",Varies with device,4.0.3 and up,0.21120309658151454,0.5171229125330687
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770.0,8.75,100000000,Free,0.0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.1284891774891775,0.41610276875901875
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725.0,35.0,10000000,Free,0.0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.22960420173961837,0.5231201565923789
Blogger,SOCIAL,3.7,138026.0,2.7,5000000,Free,0.0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up,0.12512580694159642,0.5200550796321473
Bloglovin',SOCIAL,3.9,8936.0,8.75,500000,Free,0.0,Everyone,Social,"May 18, 2017",Varies with device,Varies with device,0.13395250871813372,0.46937849187849184
Blogaway for Android (Blogger),SOCIAL,3.7,4253.0,4.1,100000,Free,0.0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up,0.19725448933782266,0.3590662578162578
Banjo,SOCIAL,4.2,58341.0,9.3,1000000,Free,0.0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up,0.23085021228771227,0.46412157310875257
Frontback - Social Photos,SOCIAL,3.8,19446.0,8.75,1000000,Free,0.0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up,0.20709648569023567,0.46163720538720543
Couple - Relationship App,SOCIAL,4.0,33249.0,8.4,1000000,Free,0.0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.30442296156254967,0.5813240288788535
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722.0,8.75,10000000,Free,0.0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.3016666666666667,0.43555555555555564
Amazon for Tablets,SHOPPING,4.0,141613.0,22.0,10000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.10113604797979796,0.37119065656565653
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606.0,14.0,100000000,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.038380545534712186,0.6177662898829566
Amazon Shopping,SHOPPING,4.3,909226.0,42.0,100000000,Free,0.0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.1820225865037373,0.4624378936759889
Flipp - Weekly Shopping,SHOPPING,4.6,85858.0,14.0,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.3236720779220779,0.5630284751091202
GS SHOP,SHOPPING,3.8,44255.0,15.0,10000000,Free,0.0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,0.2391812865497076,0.3475877192982456
Family Dollar,SHOPPING,4.3,2588.0,21.0,1000000,Free,0.0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up,0.24816588074623788,0.4460639301175015
11st,SHOPPING,3.8,48732.0,20.0,10000000,Free,0.0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,0.18594278406778406,0.45534044659044665
Flipkart Online Shopping App,SHOPPING,4.4,6012719.0,14.0,100000000,Free,0.0,Teen,Shopping,"August 6, 2018",Varies with device,Varies with device,0.2915263605442177,0.47886228850514573
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187.0,25.0,1000000,Free,0.0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up,0.27638016323953823,0.5184227994227995
Extreme Coupon Finder,SHOPPING,4.1,11798.0,14.0,1000000,Free,0.0,Everyone,Shopping,"May 10, 2018",Varies with device,Varies with device,0.07121421485260769,0.5617181594860167
Checkout 51: Grocery coupons,SHOPPING,4.1,52896.0,14.0,10000000,Free,0.0,Everyone,Shopping,"June 18, 2018",Varies with device,Varies with device,0.13048614579864576,0.39518319643319644
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701.0,14.0,500000,Free,0.0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,-0.03364355250839038,0.5253256169825719
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749.0,14.0,50000000,Free,0.0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.285940735479798,0.47119181975431973
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253.0,31.0,1000000,Free,0.0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,0.22538709463051565,0.41552014505961876
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758.0,14.0,1000000,Free,0.0,Everyone,Shopping,"August 6, 2018",Varies with device,Varies with device,0.22026761117670207,0.4141676505312869
HauteLook,SHOPPING,4.1,7193.0,7.3,500000,Free,0.0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,0.1720851370851371,0.4925493025493025
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520.0,15.0,10000000,Free,0.0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.3054831433998101,0.5440019228160253
ASOS,SHOPPING,4.7,181798.0,22.0,10000000,Free,0.0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.31691663660413655,0.5864045214045215
Find&Save - Local Shopping,SHOPPING,4.0,4602.0,6.2,500000,Free,0.0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,0.09095987726263012,0.38212278881815626
Boxed Wholesale,SHOPPING,3.8,6380.0,14.0,1000000,Free,0.0,Everyone,Shopping,"August 2, 2018",Varies with device,Varies with device,0.28700849999248434,0.4857461067867318
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500.0,37.0,1000000,Free,0.0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,0.4461811075370103,0.6266804152637486
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159.0,36.0,500000,Free,0.0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,0.1639216068452763,0.5067545042492522
Google Photos,PHOTOGRAPHY,4.5,10858556.0,10.0,1000000000,Free,0.0,Everyone,Photography,"August 6, 2018",Varies with device,Varies with device,0.14750958573897785,0.5018935734339623
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953.0,9.7,5000000,Free,0.0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,0.22337962962962962,0.5875
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634.0,22.0,10000000,Free,0.0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.19428104575163396,0.5888655462184874
Adobe Photoshop Express:Photo Editor Collage Maker,PHOTOGRAPHY,4.2,914804.0,10.0,50000000,Free,0.0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up,0.18538849807599805,0.486466274135917
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841.0,7.7,1000000,Free,0.0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,0.45568627450980387,0.5777731092436975
B612 - Beauty & Filter Camera,PHOTOGRAPHY,4.4,5282578.0,10.0,100000000,Free,0.0,Everyone,Photography,"July 30, 2018",7.6.5,4.3 and up,0.08178212791982326,0.5275852272727273
HD Camera,PHOTOGRAPHY,4.3,49680.0,8.7,5000000,Free,0.0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,0.0,0.0
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864.0,13.0,500000,Free,0.0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,0.34213675213675215,0.4937179487179488
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047.0,53.0,100000000,Free,0.0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.3,0.30000000000000004
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410.0,4.5,1000000,Free,0.0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,0.0769517543859649,0.5042909356725146
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421.0,26.0,10000000,Free,0.0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,0.37279761904761904,0.48031565656565656
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421.0,9.6,5000000,Free,0.0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,0.23310994560994563,0.530530303030303
Flickr,PHOTOGRAPHY,4.3,251951.0,16.0,10000000,Free,0.0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.17743249083092832,0.4359923749572187
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418135.0,10.0,100000000,Free,0.0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.419417735042735,0.4619810744810745
"Candy Camera - selfie, beauty camera, photo editor",PHOTOGRAPHY,4.4,3368649.0,10.0,100000000,Free,0.0,Everyone,Photography,"July 16, 2018",4.47,4.0.3 and up,0.19527792017923598,0.5430153034100402
Blur Image Background,PHOTOGRAPHY,3.9,129272.0,11.0,10000000,Free,0.0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.372717803030303,0.643939393939394
HD Camera Ultra,PHOTOGRAPHY,4.3,462152.0,1.5,10000000,Free,0.0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,0.15469866870710122,0.5695181114814052
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917.0,5.7,10000000,Free,0.0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,0.7702690972222223,0.5333333333333333
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211.0,1.9,1000000,Free,0.0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,0.07683823529411767,0.6097689075630253
HD Camera for Android,PHOTOGRAPHY,4.1,351254.0,4.0,10000000,Free,0.0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.37619140624999997,0.5457669413919414
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506.0,47.0,10000000,Free,0.0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,-0.007790556830735392,0.4620191285278281
Beauty Makeup Snappy Collage Photo Editor - Lidow,PHOTOGRAPHY,4.5,420973.0,10.0,10000000,Free,0.0,Everyone,Photography,"August 2, 2018",Varies with device,Varies with device,0.1532142857142857,0.4769047619047619
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140.0,10.0,5000000,Free,0.0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,0.34845679012345676,0.3967372134038801
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343.0,44.0,10000000,Free,0.0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,0.3380653936903937,0.586203964953965
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337.0,9.6,1000000,Free,0.0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.09263994537208824,0.529429069607641
Color Touch Effects,PHOTOGRAPHY,3.8,167652.0,12.0,10000000,Free,0.0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,0.11572042084377611,0.44570958646616543
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295.0,24.0,10000000,Free,0.0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,0.08145920868347338,0.5220456932773109
Add Text To Photo,PHOTOGRAPHY,4.1,21578.0,1.6,1000000,Free,0.0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up,0.22970324746060042,0.4007626922823001
Free Sports TV,SPORTS,4.3,1802.0,9.8,100000,Free,0.0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up,0.16731858265191596,0.5141263962375073
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909.0,6.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.06825822325822326,0.44277674486007823
Football Live Scores,SPORTS,4.5,107724.0,6.5,5000000,Free,0.0,Everyone,Sports,"July 31, 2018",1004.0,4.0 and up,0.4050258891435362,0.5309547152194212
BeSoccer - Soccer Live Score,SPORTS,4.5,152780.0,20.0,10000000,Free,0.0,Everyone,Sports,"July 18, 2018",Varies with device,Varies with device,0.3567684784351451,0.40465388007054676
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91031.0,20.0,5000000,Free,0.0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.16390708611411733,0.5124724732732545
BBC Sport,SPORTS,4.2,18678.0,20.0,1000000,Free,0.0,Everyone,Sports,"April 25, 2018",Varies with device,Varies with device,0.16657655269900168,0.4234672895132079
All Football - Latest News & Videos,SPORTS,4.6,152867.0,17.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.43206329477813854,0.5105386453823954
Eurosport,SPORTS,4.0,121003.0,20.0,10000000,Free,0.0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device,0.04904455741626794,0.4273702722715881
"All Football GO- Live Score, Games",SPORTS,4.6,1981.0,10.0,100000,Free,0.0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up,0.5265151515151515,0.5140277777777779
Championat,SPORTS,4.3,36490.0,20.0,1000000,Free,0.0,Everyone,Sports,"July 25, 2018",Varies with device,Varies with device,0.19844806447410612,0.3673677799823633
Goal Live Scores,SPORTS,4.4,232423.0,35.0,5000000,Free,0.0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,0.17692905844155843,0.5138371392496393
"Hole19: Golf GPS App, Rangefinder & Scorecard",SPORTS,4.4,6106.0,20.0,100000,Free,0.0,Everyone,Sports,"August 1, 2018",Varies with device,Varies with device,0.4436382623224729,0.6068640350877192
CBS Sports Fantasy,SPORTS,4.0,43611.0,27.0,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.24850236370438392,0.488624757677788
Golf Channel,SPORTS,4.1,19230.0,88.0,1000000,Free,0.0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,-0.025728535353535364,0.4610644841269841
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",SPORTS,4.5,26102.0,20.0,1000000,Free,0.0,Everyone,Sports,"May 3, 2018",Varies with device,Varies with device,0.1683002897862067,0.5041837396278186
Golf GPS by SwingxSwing,SPORTS,4.6,37167.0,20.0,1000000,Free,0.0,Everyone,Sports,"July 30, 2018",Varies with device,4.4 and up,0.2046785506160506,0.4576765171556838
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543.0,25.0,500000,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.34424886363636364,0.4648870791245791
Golf GPS Rangefinder: Golf Pad,SPORTS,4.6,13098.0,20.0,1000000,Free,0.0,Everyone,Sports,"July 28, 2018",Varies with device,Varies with device,0.2726327684661018,0.5649432511932512
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085.0,61.0,1000000,Free,0.0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,-0.07843205020288353,0.4526742085075418
Golfshot Plus: Golf GPS,SPORTS,4.1,3387.0,25.0,50000,Paid,29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,0.3861793695887446,0.4753117784992785
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673.0,57.0,1000000,Free,0.0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,0.28708349731077004,0.4659878000787092
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017.0,41.0,1000000,Free,0.0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0.3123335537918871,0.5213883377425044
Fantasy Football Manager (FPL),SPORTS,4.4,63650.0,4.6,1000000,Free,0.0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,0.29987097869450813,0.5221638655462185
Fantasy Football,SPORTS,3.5,50179.0,23.0,1000000,Free,0.0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.0625806329338938,0.41102149863019427
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895.0,82.0,5000000,Free,0.0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.3132563003775125,0.520679012345679
850 Sports News Digest,SPORTS,4.6,539.0,20.0,10000,Free,0.0,Everyone,Sports,"August 23, 2016",Varies with device,Varies with device,0.5428597480561766,0.6924202606002057
365Scores - Live Scores,SPORTS,4.6,666521.0,25.0,10000000,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.4383116883116883,0.6396103896103896
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838765.0,20.0,50000000,Free,0.0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,0.09701201393635603,0.5658186185159869
Fantasy Football & NFL News,SPORTS,4.5,2943.0,8.1,100000,Free,0.0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,0.4212411580793934,0.5673918102594574
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626.0,14.0,10000000,Free,0.0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.09299215649801587,0.5015541294642857
Hopper - Watch & Book Flights,TRAVEL_AND_LOCAL,4.4,52029.0,19.0,5000000,Free,0.0,Everyone,Travel & Local,"June 29, 2018",Varies with device,5.0 and up,0.1780442098098064,0.47613748369461667
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713.0,58.0,1000000,Free,0.0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up,0.31709577922077925,0.5213652146464647
Hotels.com: Book Hotel Rooms & Find Vacation Deals,TRAVEL_AND_LOCAL,4.5,260121.0,19.0,10000000,Free,0.0,Everyone,Travel & Local,"July 4, 2018",Varies with device,Varies with device,0.10162220664781063,0.5454440715680212
